Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,10,1,0.434782608695652,0.173913043478261
7,25,2,0,0.32,0.08
10,17,8,1,0.470588235294118,0.0588235294117647
12,15,5,1,0.333333333333333,0.2
16,23,7,0,0.434782608695652,0.304347826086957
21,25,5,0,0.44,0.2
23,15,5,0,0.466666666666667,0.333333333333333
25,25,11,1,0.44,0.32
28,19,4,0,0.473684210526316,0.210526315789474
31,17,3,0,0.294117647058824,0.176470588235294
35,21,4,0,0.428571428571429,0.19047619047619
